Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,econ_themes,hybrid_text,cluster,x,y
02-12-2016,http://www.marketwatch.com/story/gold-futures-gain-for-the-session-slip-lower-for-the-week-2016-12-02,"Gold futures gain for the session, slip lower for the week",1,0,1,0,1,0,positive,"['session', 'gain', 'week', 'slip lower', 'gold futures']","Gold futures gain for the session, slip lower for the week session gain week slip lower gold futures",-1,-0.056061372,-0.41501957
24-06-2009,http://www.marketwatch.com/story/gold-ends-up-on-inflation-threat-copper-rallies,gold ends up on inflation threat; copper rallies,1,0,0,1,1,0,positive,"['threat', 'ends', 'rallies', 'copper', 'gold ends inflation']",gold ends up on inflation threat; copper rallies threat ends rallies copper gold ends inflation,-1,-0.101925984,0.02548612
06-04-2015,https://www.thehindubusinessline.com/markets/commodities/mcx-gold-is-set-to-rally/article7074306.ece,MCX gold is set to rally,1,0,0,0,0,1,positive,"['set', 'gold', 'rally', 'mcx', 'mcx gold set']",MCX gold is set to rally set gold rally mcx mcx gold set,-1,-0.14543736,0.016624652
23-05-2018,http://www.marketwatch.com/story/gold-prices-finish-lower-then-edge-up-after-fed-meeting-minutes-2018-05-23,"gold prices finish lower, then edge up after fed meeting minutes",1,0,1,0,1,0,positive,"['edge', 'fed', 'meeting minutes', 'prices finish lower', 'gold prices']","gold prices finish lower, then edge up after fed meeting minutes edge fed meeting minutes prices finish lower gold prices",-1,-0.1252221,-0.12688036
04-08-2010,http://www.marketwatch.com/story/gold-futures-rise-as-china-liberalizes-market-2010-08-04,gold futures rise as china liberalizes market,1,0,0,0,1,0,positive,"['rise', 'china', 'gold', 'liberalizes market', 'futures']",gold futures rise as china liberalizes market rise china gold liberalizes market futures,-1,-0.27526486,-0.3063342
08-12-2004,http://www.marketwatch.com/story/feb-gold-drops-1550-to-43820oz-in-morning-trade-2004-12-08,feb gold drops $15.50 to $438.20/oz in morning trade,0,0,1,0,1,0,negative,"['feb', 'gold', '438 20 oz', 'morning trade', 'drops 15 50']",feb gold drops $15.50 to $438.20/oz in morning trade feb gold 438 20 oz morning trade drops 15 50,21,0.38273454,0.10530245
09-06-2014,"http://www.investing.com/news/commodities-news/gold-prices-ease-in-aisa,-market-looks-for-fresh-cues-288740","Gold prices ease in Asia, market looks for fresh cues",0,0,0,0,1,0,none,"['looks fresh', 'cues', 'asia', 'prices ease', 'gold prices']","Gold prices ease in Asia, market looks for fresh cues looks fresh cues asia prices ease gold prices",-1,-0.23740953,0.1945787
23-03-2012,http://www.marketwatch.com/story/gold-up-oil-wavers-as-dollar-weakens-2012-03-23,"gold up, oil wavers as dollar weakens",1,0,0,1,1,0,positive,"['dollar', 'weakens', 'wavers', 'gold oil', 'oil wavers']","gold up, oil wavers as dollar weakens dollar weakens wavers gold oil oil wavers",-1,-0.1741873,0.1617975
05-10-2015,"http://www.investing.com/news/commodities-news/gold-prices-lower-in-asia-with-china-markets-shut,-fed-minutes-eyed-364741","Gold prices lower in Asia with China markets shut, Fed minutes eyed",0,0,1,0,1,0,negative,"['fed minutes eyed', 'asia', 'gold', 'prices lower', 'china markets shut']","Gold prices lower in Asia with China markets shut, Fed minutes eyed fed minutes eyed asia gold prices lower china markets shut",-1,-0.22576778,-0.019250408
16-11-2018,https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-30875-silver-spurts-rs-187-per-kg/article25515406.ece,"Gold futures rise to Rs 30,875; silver spurts Rs 187 per kg",1,0,0,1,1,0,positive,"['spurts rs', '187 kg', 'gold', 'futures rise', '30 875 silver']","Gold futures rise to Rs 30,875; silver spurts Rs 187 per kg spurts rs 187 kg gold futures rise 30 875 silver",-1,-0.04919958,-0.21840042
08-01-2016,http://www.marketwatch.com/story/feb-gold-settles-at-109790oz-on-comex-down-09-for-the-session-2016-01-08,"feb. gold settles at $1,097,90/oz on comex, down 0.9% for the session",0,0,1,0,1,0,negative,"['097 90', 'feb', 'oz', 'comex session', 'gold settles']","feb. gold settles at $1,097,90/oz on comex, down 0.9% for the session 097 90 feb oz comex session gold settles",21,0.40600467,-0.048464417
26-02-2007,http://www.marketwatch.com/story/gold-futures-end-at-seven-month-high-near-690-2007-02-26,gold futures end at seven-month high near $690,1,0,0,0,1,0,positive,"['end', 'high near', 'seven month', '690', 'gold futures']",gold futures end at seven-month high near $690 end high near seven month 690 gold futures,-1,0.05329995,-0.42038482
28-10-2011,https://economictimes.indiatimes.com/markets/commodities/gold-regains-rs-28000-mark-silver-up-by-rs-2300/articleshow/10518529.cms,"gold regains rs 28000-mark, silver up by rs 2,300",1,0,0,1,1,0,positive,"['mark', '300', 'regains', 'silver', 'regains rs 28000']","gold regains rs 28000-mark, silver up by rs 2,300 mark 300 regains silver regains rs 28000",-1,-0.051352054,0.1689686
06-07-2005,http://www.marketwatch.com/story/aug-gold-climbs-90c-to-42480oz-in-late-morning-trade-2005-07-06,aug gold climbs 90c to $424.80/oz in late morning trade,1,0,0,0,1,0,positive,"['gold', '424 80 oz', 'late morning trade', 'aug', 'climbs 90c']",aug gold climbs 90c to $424.80/oz in late morning trade gold 424 80 oz late morning trade aug climbs 90c,-1,0.333304,0.10977044
06-10-2009,http://www.marketwatch.com/story/gold-hits-new-record-high-at-103620-an-ounce-2009-10-06,"gold hits new record high at $1,036.20 an ounce",1,0,0,0,1,0,positive,"['036 20', 'hits new', 'record high', 'gold', 'ounce']","gold hits new record high at $1,036.20 an ounce 036 20 hits new record high gold ounce",-1,0.25750053,0.16556592
26-04-2012,http://www.marketwatch.com/story/gold-edges-higher-as-dollar-weakens-2012-04-26,"gold rallies 1.1% on weakened dollar, fed",1,0,0,1,1,0,positive,"['weakened', 'fed', 'gold', 'rallies', 'dollar']","gold rallies 1.1% on weakened dollar, fed weakened fed gold rallies dollar",-1,-0.017393477,0.07726218
20-11-2017,https://www.metalsdaily.com/link/274066/australia-gold-output-to-peak-in-2021.htm,australia gold output to peak in 2021,0,0,0,0,1,0,none,"['output', '2021', 'australia', 'gold', 'output peak']",australia gold output to peak in 2021 output 2021 australia gold output peak,-1,-0.06681103,0.071508735
14-02-2017,http://www.marketwatch.com/story/gold-futures-firm-as-market-tries-to-halt-latest-skid-at-three-sessions-2017-02-14,Gold ekes out a loss to tally fourth straight session decline,0,0,1,0,1,0,negative,"['ekes', 'gold', 'tally', 'fourth straight', 'session decline']",Gold ekes out a loss to tally fourth straight session decline ekes gold tally fourth straight session decline,-1,0.027500853,0.089168504
29-07-2006,https://economictimes.indiatimes.com/articleshow/1822781.cms,"silver tops rs 18,000/kg, but gold takes a break",1,0,0,1,1,0,positive,"['takes break', 'rs', '18 000', 'silver tops', 'kg gold takes']","silver tops rs 18,000/kg, but gold takes a break takes break rs 18 000 silver tops kg gold takes",-1,-0.09336831,0.1757193
0200-04-30,http://www.marketwatch.com/story/gold-futures-still-up-but-set-for-hefty-monthly-loss-2004-04-30,"gold futures still up, but set for hefty monthly loss",1,0,1,0,1,0,positive,"['set', 'hefty', 'monthly', 'monthly loss', 'gold futures']","gold futures still up, but set for hefty monthly loss set hefty monthly monthly loss gold futures",-1,-0.04021369,-0.39393818
02-09-2016,http://www.marketwatch.com/story/gold-futures-fall-on-pace-for-weekly-drop-ahead-of-much-anticipated-jobs-report-2016-09-02,Gold futures erase weekly loss amid hopes for a go-slow Fed,0,0,1,0,1,0,negative,"['weekly', 'slow fed', 'loss amid hopes', 'erase', 'gold futures']",Gold futures erase weekly loss amid hopes for a go-slow Fed weekly slow fed loss amid hopes erase gold futures,-1,-0.12257458,-0.38089818
04-06-2015,http://www.marketwatch.com/story/gold-futures-extend-loss-after-weekly-us-jobless-claims-2015-06-04,gold futures extend loss after weekly u.s. jobless claims,0,0,1,0,1,0,negative,"['extend', 'jobless', 'claims', 'loss weekly', 'gold futures']",gold futures extend loss after weekly u.s. jobless claims extend jobless claims loss weekly gold futures,-1,-0.104629494,-0.35465407
19-02-2016,http://www.marketwatch.com/story/gold-settles-higher-but-rings-up-first-weekly-loss-in-a-month-2016-02-19,"gold settles higher, but rings up first weekly loss in a month",1,0,0,0,1,0,positive,"['month', 'higher rings', 'gold', 'settles higher', 'weekly loss']","gold settles higher, but rings up first weekly loss in a month month higher rings gold settles higher weekly loss",-1,0.012449399,-0.061531052
10-04-2017,https://www.thehindubusinessline.com/markets/gold/gold-edges-down-on-strong-dollar-but-geopolitical-tensions-support/article9625852.ece,"Gold edges down on strong dollar, but geopolitical tensions support",0,0,1,1,1,0,negative,"['support', 'strong', 'dollar', 'gold edges', 'geopolitical tensions']","Gold edges down on strong dollar, but geopolitical tensions support support strong dollar gold edges geopolitical tensions",-1,-0.16064866,0.14088325
04-11-2005,http://www.marketwatch.com/story/gold-futures-close-with-an-almost-17-loss-for-the-week-2005-11-04,gold loses almost $17 for the week,0,0,1,0,1,0,negative,"['17', 'week', '17 week', 'loses', 'gold']",gold loses almost $17 for the week 17 week 17 week loses gold,-1,0.13242717,0.02650427
16-12-2011,https://www.moneycontrol.com/news/business/markets/-1173781.html,mcx goldguinea dec contract trading flat,0,1,0,0,1,0,neutral,"['dec', 'flat', 'goldguinea', 'mcx', 'contract trading']",mcx goldguinea dec contract trading flat dec flat goldguinea mcx contract trading,1,-0.066046044,-0.018516257
19-06-2014,http://www.investing.com/news/commodities-news/gold-prices-continue-gains-in-asia-on-safe-haven-demand-290686,Gold prices continue gains in Asia on safe-haven demand,1,0,0,0,1,0,positive,"['safe', 'haven', 'asia', 'continue gains', 'gold prices']",Gold prices continue gains in Asia on safe-haven demand safe haven asia continue gains gold prices,-1,-0.16434956,0.069646
04-09-2017,http://www.marketwatch.com/story/gold-jumps-1-to-134350-an-ounce-after-north-korea-missile-test-2017-09-04,"Gold jumps 1% to $1,343.50 an ounce after North Korea nuclear test",1,0,0,0,1,0,positive,"['jumps', '343 50 ounce', 'north korea', 'gold', 'nuclear test']","Gold jumps 1% to $1,343.50 an ounce after North Korea nuclear test jumps 343 50 ounce north korea gold nuclear test",-1,0.22986688,0.1115208
25-08-2006,http://www.marketwatch.com/story/dec-gold-climbs-110-to-62960oz-in-morning-dealings-2006-08-25,dec. gold climbs $1.10 to $629.60/oz in morning dealings,1,0,0,0,1,0,positive,"['dealings', 'dec', 'morning', '629 60 oz', 'gold climbs 10']",dec. gold climbs $1.10 to $629.60/oz in morning dealings dealings dec morning 629 60 oz gold climbs 10,21,0.3386066,0.0765327
31-01-2006,http://www.marketwatch.com/story/cboe-gold-index-up-43-at-14802-after-1494-high-2006-01-31,cboe gold index up 4.3% at 148.02 after 149.4 high,1,0,0,0,1,0,positive,"['148 02 149', 'high', 'gold', 'index', 'cboe']",cboe gold index up 4.3% at 148.02 after 149.4 high 148 02 149 high gold index cboe,6,0.037335888,0.06581476
19-11-2014,https://www.moneycontrol.com/news/business/markets/mcx-goldm-january-contract-trades-higher-1555669.html,mcx goldm january contract trades higher,1,0,0,0,1,0,positive,"['contract', 'january', 'goldm', 'mcx', 'contract trades higher']",mcx goldm january contract trades higher contract january goldm mcx contract trades higher,1,-0.09624505,-0.05856377
25-01-2007,http://www.marketwatch.com/story/gold-futures-trade-at-8-week-high-above-650-an-ounce-2007-01-25,gold futures trade at 8-week high above $650 an ounce,1,0,0,0,1,0,positive,"['week', 'ounce', 'high 650', 'futures trade', 'gold futures trade']",gold futures trade at 8-week high above $650 an ounce week ounce high 650 futures trade gold futures trade,-1,0.11793427,-0.39076006
04-10-2017,http://www.marketwatch.com/story/trumps-saber-rattling-is-the-big-reason-you-should-own-some-gold-2017-10-04,Trump's saber-rattling is the big reason you should own some gold,0,0,0,0,1,0,none,"['big', 'trump', 'saber', 'rattling big reason', 'reason gold']",Trump's saber-rattling is the big reason you should own some gold big trump saber rattling big reason reason gold,-1,-0.20139898,0.1521398
01-11-2005,http://www.marketwatch.com/story/gold-holds-atop-460-after-hours-in-wake-of-fed-hike-2005-11-01,gold holds atop $460 after-hours,1,1,0,0,1,0,positive,"['holds', 'atop', '460', 'hours', 'gold holds atop']",gold holds atop $460 after-hours holds atop 460 hours gold holds atop,-1,0.06980269,0.077939466
07-10-2013,http://www.marketwatch.com/story/why-uncle-sam-is-hoarding-gold-2013-10-04,why uncle sam is hoarding gold,0,0,0,0,1,0,none,"['gold', 'uncle', 'hoarding', 'sam', 'hoarding gold']",why uncle sam is hoarding gold gold uncle hoarding sam hoarding gold,-1,-0.1355297,0.24784665
04-12-2013,https://www.moneycontrol.com/news/business/markets/eyesopec-meet-gold-price-may-dip-further-david-lennox-1541469.html,eyes on opec meet; gold price may dip further: david lennox,0,0,1,0,1,0,negative,"['meet', 'dip david', 'lennox', 'eyes opec', 'gold price']",eyes on opec meet; gold price may dip further: david lennox meet dip david lennox eyes opec gold price,-1,-0.09766205,-0.00070815533
17-07-2017,http://www.marketwatch.com/story/gold-prices-tip-slightly-higher-after-empire-state-data-2017-07-17,Gold prices tip slightly higher after Empire state data,1,0,0,0,1,0,positive,"['slightly higher', 'state data', 'empire', 'tip', 'gold prices']",Gold prices tip slightly higher after Empire state data slightly higher state data empire tip gold prices,-1,-0.038020372,0.16319758
10-11-2006,http://www.marketwatch.com/story/dec-gold-falls-730-to-62950oz-in-ny-2006-11-10,dec. gold falls $7.30 to $629.50/oz in ny,0,0,1,0,1,0,negative,"['30 629', 'ny', '50 oz', 'gold', 'falls']",dec. gold falls $7.30 to $629.50/oz in ny 30 629 ny 50 oz gold falls,21,0.40883684,0.06546019
29-07-2013,http://www.marketwatch.com/story/gold-futures-advance-after-third-weekly-win-2013-07-29,gold futures end higher after friday decline,1,0,0,0,1,0,positive,"['higher', 'friday', 'end', 'decline', 'gold futures']",gold futures end higher after friday decline higher friday end decline gold futures,-1,-0.07079084,-0.458117
12-06-2006,http://www.marketwatch.com/story/august-gold-down-10-cents-at-61270oz-after-a-61640-high-2006-06-12,august gold down 10 cents at $612.70/oz after a $616.40 high,0,0,1,0,1,0,negative,"['616 40 high', '70 oz', 'august', 'gold', '10 cents']",august gold down 10 cents at $612.70/oz after a $616.40 high 616 40 high 70 oz august gold 10 cents,21,0.4602319,0.15097031
13-07-2010,http://www.marketwatch.com/story/gold-futures-higher-on-portugals-ratings-cut-2010-07-13,gold futures higher on portugal's ratings cut,1,0,0,0,1,0,positive,"['cut', 'ratings', 'portugal', 'futures higher', 'gold futures']",gold futures higher on portugal's ratings cut cut ratings portugal futures higher gold futures,-1,-0.12774423,-0.3238042
11-10-2002,http://www.marketwatch.com/story/copper-aluminum-prices-soar-gold-little-change-2002-10-11,"copper, aluminum soar; gold flat",0,1,0,1,1,0,neutral,"['soar', 'gold', 'flat', 'aluminum', 'copper aluminum']","copper, aluminum soar; gold flat soar gold flat aluminum copper aluminum",-1,-0.09491648,0.13936383
29-11-2011,http://www.marketwatch.com/story/gold-futures-slip-190-to-1709-an-ounce-2011-11-29,"gold futures slip $1.90 to $1,709 an ounce",0,0,1,0,1,0,negative,"['90 709', 'gold', 'slip', 'ounce', 'futures']","gold futures slip $1.90 to $1,709 an ounce 90 709 gold slip ounce futures",-1,0.2849499,-0.34702858
15-03-2018,https://www.metalsdaily.com/link/277699/bloomberg-fed-hikes-to-even-out-the-price-gap-between-gold-and-bitcoin.htm,bloomberg : fed hikes to even out the price gap between gold and bitcoin,0,0,0,1,1,0,none,"['hikes', 'gap', 'bloomberg', 'gold bitcoin', 'fed hikes price']",bloomberg : fed hikes to even out the price gap between gold and bitcoin hikes gap bloomberg gold bitcoin fed hikes price,-1,-0.10825345,0.03135855
