,Dates,News,original_sentiment,VADER_sentiment
5348,21-04-2017,"Gold eases to Rs 29,800; silver slumps below Rs 42K-mark",neutral,0.3182
5349,11-09-2017,gold retreats from 1-year high as dollar gains ground,negative,0.34
5350,07-06-2001,gold issues dull; prices advance,negative,-0.4019
5351,28-03-2006,june gold taps a more than 3-week high of $575/oz,positive,0.0
5352,18-02-2015,"april gold last down $8.70, or 0.7%, at $1,199.90/oz",negative,0.0
5353,02-03-2015,mcx goldm april contract rises,positive,0.0
5354,07-10-2009,"gold loses luster when priced in euros, pounds, aussies",negative,-0.3182
5355,26-03-2016,"cftc - commitments of traders: speculators more bullish on oil, gold, jpy, aud; less bearish on eur, s&p 500",none,0.128
5356,29-12-2007,pak turmoil drives safe haven gold,none,0.1027
5357,15-11-2016,"Dec. gold climbs $2.80, or 0.2%, to settle at $1,224.50/oz",positive,0.0
5358,15-04-2010,gold futures hold decline after mixed data,negative,0.0
5359,10-05-2017,7 reasons gold prices will crash this summer,negative,-0.4019
5360,19-07-2013,"gold futures up 0.7% on day, gain 1.2% on week",positive,0.5267
5361,16-12-2009,"february gold up 0.8% at $1,131.90",positive,0.0
5362,13-09-2012,gold falls for 2nd straight day as investors await us federal reserve's word on monetary policy,negative,0.3182
5363,24-07-2017,"August gold trades at $1,253.90/oz, down $1, or less than 0.1%",negative,0.0
5364,10-11-2014,"gold drops $10, or 0.9%, to settle at $1,159.80/oz",negative,0.0
5365,04-03-2013,no proposal to reduce import duty on gold: fm p chidambaram,none,-0.296
5366,13-11-2017,world gold council : global demand trends q3 2017,none,-0.128
5367,01-07-2010,a stock guy likes gold as a second-half play,none,0.6369
5368,01-06-2006,"gold ignores global cue, extends gains",positive,0.2023
5369,16-06-2013,"Gold to test resistance, slide",negative,0.0
5370,0201-09-19,gold continues rise after latest bout of u.s. data,positive,0.0
5371,19-01-2017,"Feb. gold settles at $1,201.50/oz, down $10.60, or 0.9%",negative,0.0
5372,06-09-2018,"Buy gold if it touches $1,195/oz ",none,0.0
5373,01-11-2011,gold falls for third day as dollar may curb demand,negative,-0.128
5374,06-04-2017,Gold settles higher ahead of Trump-Xi meeting,positive,0.0
5375,27-08-2012,Gold extends gains to hit new highs,positive,0.4404
5376,25-05-2018,"Gold climbs to Rs 32,475 on global cues, wedding demand",positive,-0.128
5377,01-08-2008,"gold futures turn higher, tracking oil futures' rally",positive,0.0
5378,13-12-2013,"gold tumbles on weak global cues, sluggish demand",negative,-0.7269
5379,09-04-2012,6 strategies on how to trade gold today: geojit,none,0.0
5380,23-06-2017,Gold futures finish nearly flat for the week,neutral,0.0
5381,05-08-2011,"Gold futures touches new high of Rs 24,289",positive,0.0
5382,06-07-2016,"august gold settles at $1,367.10/oz, up $8.40, or 0.6%",positive,0.0
5383,02-08-2017,Gold bucks weak U.S. dollar to settle marginally lower,negative,-0.5868
5384,18-06-2010,"gold futures down $3.90 at $1,244.80 an ounce",negative,0.0
5385,01-02-2017,"April gold at $1,209.50/oz in electronic trading vs. $1,208.30 settlement",none,0.0
5386,21-09-2017,Gold prices mark lowest settlement since Aug. 24,negative,-0.3818
5387,08-09-2016,"Dec. gold settles at $1,341.60/oz, down $7.60, or 0.6%",negative,0.0
5388,12-10-2004,gold falls as much as $10 an ounce,negative,0.0
5389,31-03-2017,Gold falters in March but books 8% quarterly climb,positive,0.0
5390,29-04-2015,gold futures trim loss after first-quarter gdp data,negative,-0.3182
5391,24-11-2017,van eck : gold etfs face short-term headwinds,none,0.0
5392,04-01-2012,gold may cool off around rs 27500: nirmal bang,negative,0.3182
5393,03-04-2014,gold prices edge up in asia on bargin-hunting,positive,0.0
5394,18-04-2013,Fall in gold prices hurts foreign investors more than Indians,negative,-0.4767
5395,23-02-2017,"Gold recovers to Rs 29,850 on global cues, jewellers' demand",positive,-0.128
5396,19-11-2010,gold futures waver between gains and losses,positive,-0.0772
5397,18-10-2017,gold prices inch up from one-week low,positive,-0.2732
5398,26-08-2016,Gold posts biggest weekly decline since mid-July,negative,0.0
5399,09-01-2006,"feb gold taps $548.50, highest level since march '81",positive,0.0
5400,24-07-2018,"Gold futures decline to Rs 29,774 per 10 gm",negative,0.0
5401,14-10-2011,gold recovers by rs 110 on festive demand;silver down by rs 300,negative,0.4588
5402,05-09-2014,"Gold futures hit 3-month lows, U.S. jobs data in focus",negative,-0.2023
5403,20-01-2012,gold futures trade at session's high,positive,0.0
5404,30-07-2013,gold ends lower for fourth session in six,negative,-0.296
5405,23-01-2006,gold futures close up on weaker dollar,positive,-0.4404
5406,25-02-2008,gold drops after treasury official backs imf gold sales,negative,0.1531
5407,21-09-2018,"india, chinese demand lift august swiss gold exports to 14-month high",none,-0.128
5408,04-01-2016,Gold kicks off 2016 with strong gains amid Saudi Arabia-Iran drama,positive,0.6908
5409,0200-09-20,gold shows may light fire under metal,none,-0.34
5410,08-01-2015,"Buy if gold dips to $1,195-97/oz on Comex",negative,0.0
5411,11-11-2005,gold futures turn higher in late morning trading,positive,0.0
5412,20-08-2015,"Gold futures rise to Rs 26,370 per 10 gm",positive,0.0
5413,14-03-2007,"gold futures drop for fourth session in a row, down over $5",negative,-0.2732
5414,17-07-2014,Gold prices gain in Asia as U.S. offers help in Malaysia air crash,positive,0.5267
5415,29-08-2012,gold snaps seven-day rally; falls from record high,negative,0.0
5416,01-06-2004,"gold futures, metals shares pull back",negative,0.296
5417,20-07-2017,"August gold off 0.3% at $1,238.10/oz.",negative,0.0
5418,08-11-2013,how to invest in gold in india?,none,0.0
5419,24-12-2009,"gold, silver show sharp recovery on fresh buying",positive,0.3182
5420,26-02-2015,"Gold futures rise to Rs 26,434 per 10 gm",positive,0.0
5421,27-12-2011,chalice gold to sell zara stake to china's sfeco,none,0.0
5422,10-11-2017,"Gold takes a leg lower, but hangs on for first weekly gain in a month",positive,0.6124
5423,05-02-2018,Expect Gold prices to trade sideways: Sushil Finance,neutral,0.0
5424,12-10-2005,dec gold futures up $2.40 at $482.20 an ounce,positive,0.0
5425,13-10-2017,"Profit-booking pulls gold futures down to Rs 29,781",negative,0.0
5426,29-10-2007,gold futures up $8.70 to $796.20 an ounce,positive,0.0
5427,01-04-2011,"silver slips from record high, gold moves up",positive,0.0
5428,30-07-2009,"gold rebounds as oil rallies, dollar weakens",positive,-0.3182
5429,12-11-2011,"gold rebounds to climb new highs, silver also shines",positive,0.0
5430,18-09-2018,"silver is 'undervalued' relative to stocks, bonds, gold",none,0.0
5431,15-04-2013,mcx goldpetal april contract tumbles nearly 6%,negative,0.0
5432,24-09-2007,"gold futures edge up, but close below peak",positive,0.0
5433,19-02-2018,Gold prices inch up on weaker dollar,positive,-0.4404
5434,30-05-2016,Gold hits 3-1/2 month low on dollar's strength,negative,0.2732
5435,18-05-2015,"Gold near 3-month high on sluggish US data, dollar",positive,-0.4019
5436,17-05-2012,gold futures recover on firm asian cues,positive,0.0
5437,02-03-2016,"Gold extends losses on robust US data, higher shares",negative,0.34
5438,06-08-2009,gold remains higher after jobless data,positive,0.0
5439,12-06-2017,"August gold down $2.50, or 0.2%, to settle at $1,268.90/oz",negative,0.0
5440,06-04-2006,are gold prices signaling inflation?,none,0.0
5441,21-04-2006,"amex gold bugs index closes at 373.68, up 4% on day",positive,0.0
5442,03-04-2008,gold up $3.10 at $898.30 an ounce,positive,0.0
5443,06-09-2011,"technical view on nickel, copper, gold: nirmal bang",none,0.0
5444,0200-03-30,"metals futures rally; gold, silver at over two-decade highs",positive,0.0
5445,02-04-2018,SEBI may soon allow fund houses to invest in gold futures,none,0.2263
5446,08-08-2008,december gold down $9.90 to $868 an ounce on globex,negative,0.0
5447,10-03-2017,"April gold down $1.80, or 0.2%, to settle at $1,201.40/oz",negative,0.0
5448,21-01-2009,india's gold import dips by 47%  to 402 tonnes in 2008,none,0.0
5449,07-09-2007,gold futures close over 4% higher for the week,positive,0.0
5450,23-02-2015,"gold futures bounce off 7-week low to reclaim $1,200-level",negative,-0.2732
5451,20-07-2009,"gold, silver firms up sharply on higher global cues",positive,0.0
5452,26-10-2004,barrick gold q3 net falls,negative,0.0
5453,10-01-2011,"gold moves up on local demand, silver declines",positive,-0.128
5454,01-03-2004,gold: won't predict outcome of eisner vote - cnbc,none,0.0
5455,17-07-2014,"stocks, gold and 5 other markets that reacted to the malaysia airlines crash",none,-0.4019
5456,02-11-2017,"gold prices little changed, all eyes on fed pick",neutral,0.0
5457,10-09-2004,gold futures end higher for the day and the week,positive,0.0
5458,21-09-2015,"gold prices are set to jump, this pattern suggests",positive,0.0
5459,27-02-2009,high prices hit gold market; zero import in feb,positive,0.0
5460,19-04-2017,"June gold trades at $1,281.80/oz, down from $1,283.40 settlement",negative,0.0
5461,17-02-2017,"April gold falls $2.50, or 0.2%, to settle at $1,239.10/oz",negative,0.0
5462,22-08-2017,"Dec. gold falls $5.70, or 0.4%, to settle at $1,291/oz",negative,0.0
5463,12-04-2017,gold to trade in 28598-29526: achiievers equities,neutral,0.0
5464,30-03-2017,"April gold falls $6.90, or 0.6%, at $1,246.80/oz.",negative,0.0
5465,05-07-2011,mcx gold futures trade tad higher; spot buying edges up,positive,0.0
5466,30-03-2015,gold falls 1% as yellen signals us rate hike on track,negative,0.0
5467,26-06-2018,why gold prices are making the metal a great buy,none,0.6249
5468,06-01-2017,"Gold falls for the session, but gains for a second-straight week",positive,0.4767
5469,13-12-2002,u.s. stocks headed lower as gold spikes,negative,-0.296
5470,26-06-2012,"gold spurts by rs 330, silver zooms rs 1,200",positive,0.0
5471,28-03-2011,"gold futures up 30c at $1,420.20 an ounce",positive,0.0
5472,13-04-2018,cme : gold hedging from hedge funds & traders continues to surge,none,0.0
5473,18-08-2017,duty-free imports put pressure on gold prices,none,-0.296
5474,06-04-2006,correct: gold futures tap $600 in morning trading,none,0.0
5475,29-06-2018,gold improves but still on track for 6% quarterly retreat,positive,0.4767
5476,10-11-2017,"December gold off 0.2% at $1,285.30/oz.",negative,0.0
5477,28-10-2016,Gold futures mark third consecutive weekly gain,positive,0.5267
5478,30-08-2011,Bullion sales vault with gold prices; jewellery loses lustre,none,-0.3182
5479,12-01-2018,gold - higher oil prices a boon or curse?,positive,-0.5423
5480,19-12-2013,Sharp drop in November gold import bill,negative,-0.2732
5481,25-09-2017,Gold prices mark highest finish in more than a week,positive,0.0
5482,04-08-2016,Gold futures moderately higher after Bank of England rate cut,positive,-0.2732
5483,25-01-2011,gold slips further after consumer confidence data,negative,0.5106
5484,15-11-2001,"oil, gold losses hurt canada stocks",negative,-0.7269
5485,19-07-2018,metals focus : poor man's gold more popular in india as prices decline,negative,-0.0018
5486,11-08-2014,"gold holds near 3-week high amid ukraine, iraq tensions",positive,-0.4019
5487,22-04-2008,june gold ends up $7.60 at $925.20 an ounce on nymex,positive,0.0
5488,28-02-2002,"gold futures, metals shares gain",positive,0.6808
5489,27-11-2002,harmony gold mining adrs debut on nyse,none,0.4019
5490,23-07-2009,gold prices hit fresh six-week highs as dollar index weakens,positive,0.0
5491,02-09-2008,gold tumbles $25 in commodities sell-off,negative,0.0
5492,21-06-2018,"Gold prices drop to 6-month low on strong dollar, rate outlook",negative,0.0258
5493,27-08-2015,gold subdued ahead of u.s. gdp data; jackson hole in focus,negative,0.0
5494,21-02-2013,gold futures score first gain in six sessions,none,0.5267
5495,30-08-2016,Gold slips on firmer dollar; seen range-bound,negative,0.0
5496,27-06-2013,"gold slides 4%, near 3-year low as wall street rallies",negative,-0.2732
5497,07-11-2013,"gold extends drop after gdp, jobless claims data",negative,-0.1531
5498,27-08-2013,mcx gold december contract gains 1.5%,positive,0.34
5499,02-08-2012,gold prices steady; traders seek direction,neutral,0.0
5500,0201-04-18,"June gold gains $1.20, or 0.1%, to $1,293.10/oz",positive,0.34
5501,22-08-2018,"charts : stocks & gold jump as real routed, dollar dumped",positive,-0.4019
5502,11-05-2012,"gold loses rs 155, silver sheds rs 700 on weak global cues",negative,-0.6369
5503,28-06-2000,gold up after fed's rate decision,positive,0.0
5504,19-08-2016,Timmins Gold upgraded to sector perform from underperform at RBC Capital,none,0.0
5505,08-02-2007,april gold climbs $2.40 to $659.70/oz in morning trading,positive,0.0
5506,15-09-2010,gold down modestly; silver at 30-month high,negative,0.0
5507,26-10-2018,gold futures end with weekly roughly 0.6% higher,positive,0.0
5508,0201-03-19,"peru's january gold, silver output rises",positive,0.0
5509,14-02-2012,"gold futures edge up, hold below $1,730",positive,0.0
5510,06-02-2009,gold little changed after u.s. unemployment data,neutral,-0.4404
5511,11-05-2016,"gold glitters on global cues, silver zooms",positive,0.0
5512,14-11-2017,gold prices weighed down by tax reform uncertainty,negative,-0.34
5513,12-07-2017,"August gold climbs $4.40, or 0.4%, to settle at $1,219.10/oz",positive,0.0
5514,05-09-2003,gold futures close at highest level since february,positive,0.0
5515,19-08-2016,Gold books largest daily decline in 2 weeks,negative,0.0
5516,11-07-2007,august gold falls $2.30 to close at $662.10/oz,negative,0.0
5517,23-11-2017,citigroup bullish 2018 gold price outlook,none,0.0
5518,17-03-2016,april gold futures jump 2.9% to settle at $1.265 an ounce,positive,0.0
5519,03-07-2008,gold futures close almost $13 lower,negative,-0.2315
5520,27-07-2018,"august gold settles down $2.70, or 0.2%, at $1,223/oz.",negative,0.0
5521,20-09-2017,Gold inches up ahead of Fed policy statement,positive,0.0
5522,20-03-2013,"Gold falls in UK as investors weigh Cyprus, Fed statement",negative,0.0
5523,25-08-2017,Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,none,0.0
5524,30-06-2017,"Gold down for the month, but gains for the first half of the year",positive,0.4767
5525,24-11-2017,Gold settles lower as the dollar slumps in Black Friday trade,negative,-0.296
5526,27-09-2016,"Dec. gold down $13.70, or 1%, to settle at $1,330.40/oz",negative,0.0
5527,06-05-2016,gold struggles as dollar firms ahead of us jobs data,negative,-0.3612
5528,06-06-2017,Gold posts highest finish in 7 months as havens find support,positive,0.4019
5529,05-07-2002,"gold rally to resume, say analysts",positive,0.0
5530,01-06-2017,gold to trade in 28776-29278: achiievers equities,neutral,0.0
5531,10-11-2017,"Gold ends sharply lower on selling pressure, but logs weekly advance",negative,-0.296
5532,20-07-2011,experts tell you how gold and copper are poised for today,none,0.25
5533,07-02-2014,"here's how you should play natural gas, crude and gold",none,0.0516
5534,19-02-2015,why gold is a better bet than oil,none,0.4404
5535,20-03-2017,Gold prices settle at a two and a half week high,positive,0.0
5536,06-11-2012,buy mcx gold dec around rs 30850; target rs 31040: geojit,none,0.0
5537,23-07-2018,"Gold futures up at at Rs 30,188 per 10 gm",positive,0.0
5538,25-09-2008,gold falls after bush urges quick action on rescue plan,negative,0.5106
5539,10-08-2006,gold futures close $16 at $646 an ounce,none,0.0
